-63.80548;125.7868;Road
-63.80548;126.0868;Road
-63.80548;126.3868;Road
-63.80548;126.6868;Road
-63.80548;126.9868;Road
-63.80548;127.2867;Road
-63.80548;127.5867;Road
-63.80548;127.8867;Road
-63.80548;128.1867;Road
-63.80548;128.4867;Road
-63.80548;128.7867;Road
-63.80548;129.0867;Road
-63.80548;129.3867;Road
-63.80548;129.6866;Road
-63.80548;129.9866;Road
-63.80548;130.2866;Road
-63.80548;130.5866;Road
-63.80548;130.8866;Road
-63.80548;131.1866;Road
-63.80548;131.4866;Road
-63.80548;131.7866;Road
-63.80548;132.0865;Road
-63.80548;132.3865;Road
-63.80548;132.6865;Road
-63.80548;132.9865;Road
-63.80548;133.2865;Road
-63.80548;133.5865;Road
-63.80548;133.8865;Road
-63.80548;134.1865;Road
-63.80548;134.4865;Road
-63.80548;191.1841;Road
-63.80548;191.4841;Road
-63.80548;191.7841;Road
-63.80548;192.0841;Road
-63.80548;192.3841;Road
-63.80548;192.6841;Road
-63.80548;192.9841;Road
-63.80548;193.2841;Road
-63.80548;193.584;Road
-63.80548;193.884;Road
-63.80548;194.184;Road
-63.80548;194.484;Road
-63.80548;194.784;Road
-63.80548;195.084;Road
-63.80548;195.384;Road
-63.80548;195.684;Road
-63.80548;195.9839;Road
-63.50549;124.5869;Road
-63.50549;124.8868;Road
-63.50549;125.1868;Road
-63.50549;125.4868;Road
-63.50549;125.7868;Road
-63.50549;126.0868;Road
-63.50549;126.3868;Road
-63.50549;126.6868;Road
-63.50549;126.9868;Road
-63.50549;127.2867;Road
-63.50549;127.5867;Road
-63.50549;127.8867;Road
-63.50549;128.1867;Road
-63.50549;128.4867;Road
-63.50549;128.7867;Road
-63.50549;129.0867;Road
-63.50549;129.3867;Road
-63.50549;129.6866;Road
-63.50549;129.9866;Road
-63.50549;130.2866;Road
-63.50549;130.5866;Road
-63.50549;130.8866;Road
-63.50549;131.1866;Road
-63.50549;131.4866;Road
-63.50549;131.7866;Road
-63.50549;132.0865;Road
-63.50549;132.3865;Road
-63.50549;132.6865;Road
-63.50549;132.9865;Road
-63.50549;133.2865;Road
-63.50549;133.5865;Road
-63.50549;133.8865;Road
-63.50549;134.1865;Road
-63.50549;134.4865;Road
-63.50549;134.7864;Road
-63.50549;135.0864;Road
-63.50549;190.8842;Road
-63.50549;191.1841;Road
-63.50549;191.4841;Road
-63.50549;191.7841;Road
-63.50549;192.0841;Road
-63.50549;192.3841;Road
-63.50549;192.6841;Road
-63.50549;192.9841;Road
-63.50549;193.2841;Road
-63.50549;193.584;Road
-63.50549;193.884;Road
-63.50549;194.184;Road
-63.50549;194.484;Road
-63.50549;194.784;Road
-63.50549;195.084;Road
-63.50549;195.384;Road
-63.50549;195.684;Road
-63.50549;195.9839;Road
-63.50549;196.2839;Road
-63.50549;196.5839;Road
-63.50549;196.8839;Road
-63.50549;197.1839;Road
-63.20551;123.9869;Road
-63.20551;124.2869;Road
-63.20551;124.5869;Road
-63.20551;124.8868;Road
-63.20551;125.1868;Road
-63.20551;125.4868;Road
-63.20551;125.7868;Road
-63.20551;126.0868;Road
-63.20551;126.3868;Road
-63.20551;126.6868;Road
-63.20551;126.9868;Road
-63.20551;127.2867;Road
-63.20551;127.5867;Road
-63.20551;127.8867;Road
-63.20551;128.1867;Road
-63.20551;128.4867;Road
-63.20551;128.7867;Road
-63.20551;129.0867;Road
-63.20551;129.3867;Road
-63.20551;129.6866;Road
-63.20551;129.9866;Road
-63.20551;130.2866;Road
-63.20551;130.5866;Road
-63.20551;130.8866;Road
-63.20551;131.1866;Road
-63.20551;131.4866;Road
-63.20551;131.7866;Road
-63.20551;132.0865;Road
-63.20551;132.3865;Road
-63.20551;132.6865;Road
-63.20551;132.9865;Road
-63.20551;133.2865;Road
-63.20551;133.5865;Road
-63.20551;133.8865;Road
-63.20551;134.1865;Road
-63.20551;134.4865;Road
-63.20551;134.7864;Road
-63.20551;135.0864;Road
-63.20551;135.3864;Road
-63.20551;135.6864;Road
-63.20551;190.2842;Road
-63.20551;190.5842;Road
-63.20551;190.8842;Road
-63.20551;191.1841;Road
-63.20551;191.4841;Road
-63.20551;191.7841;Road
-63.20551;192.0841;Road
-63.20551;192.3841;Road
-63.20551;192.6841;Road
-63.20551;192.9841;Road
-63.20551;193.2841;Road
-63.20551;193.584;Road
-63.20551;193.884;Road
-63.20551;194.184;Road
-63.20551;194.484;Road
-63.20551;194.784;Road
-63.20551;195.084;Road
-63.20551;195.384;Road
-63.20551;195.684;Road
-63.20551;195.9839;Road
-63.20551;196.2839;Road
-63.20551;196.5839;Road
-63.20551;196.8839;Road
-63.20551;197.1839;Road
-63.20551;197.4839;Road
-63.20551;197.7839;Road
-62.90552;123.6869;Road
-62.90552;123.9869;Road
-62.90552;124.2869;Road
-62.90552;124.5869;Road
-62.90552;124.8868;Road
-62.90552;125.1868;Road
-62.90552;125.4868;Road
-62.90552;125.7868;Road
-62.90552;126.0868;Road
-62.90552;126.3868;Road
-62.90552;126.6868;Road
-62.90552;126.9868;Road
-62.90552;127.2867;Road
-62.90552;127.5867;Road
-62.90552;127.8867;Road
-62.90552;128.1867;Road
-62.90552;128.4867;Road
-62.90552;128.7867;Road
-62.90552;129.0867;Road
-62.90552;129.3867;Road
-62.90552;129.6866;Road
-62.90552;129.9866;Road
-62.90552;130.2866;Road
-62.90552;130.5866;Road
-62.90552;130.8866;Road
-62.90552;131.1866;Road
-62.90552;131.4866;Road
-62.90552;131.7866;Road
-62.90552;132.0865;Road
-62.90552;132.3865;Road
-62.90552;132.6865;Road
-62.90552;132.9865;Road
-62.90552;133.2865;Road
-62.90552;133.5865;Road
-62.90552;133.8865;Road
-62.90552;134.1865;Road
-62.90552;134.4865;Road
-62.90552;134.7864;Road
-62.90552;135.0864;Road
-62.90552;135.3864;Road
-62.90552;135.6864;Road
-62.90552;135.9864;Road
-62.90552;136.2864;Road
-62.90552;189.6842;Road
-62.90552;189.9842;Road
-62.90552;190.2842;Road
-62.90552;190.5842;Road
-62.90552;190.8842;Road
-62.90552;191.1841;Road
-62.90552;191.4841;Road
-62.90552;191.7841;Road
-62.90552;192.0841;Road
-62.90552;192.3841;Road
-62.90552;192.6841;Road
-62.90552;192.9841;Road
-62.90552;193.2841;Road
-62.90552;193.584;Road
-62.90552;193.884;Road
-62.90552;194.184;Road
-62.90552;194.484;Road
-62.90552;194.784;Road
-62.90552;195.084;Road
-62.90552;195.384;Road
-62.90552;195.684;Road
-62.90552;195.9839;Road
-62.90552;196.2839;Road
-62.90552;196.5839;Road
-62.90552;196.8839;Road
-62.90552;197.1839;Road
-62.90552;197.4839;Road
-62.90552;197.7839;Road
-62.90552;198.0839;Road
-62.90552;198.3839;Road
-62.60553;123.3869;Road
-62.60553;123.6869;Road
-62.60553;123.9869;Road
-62.60553;124.2869;Road
-62.60553;124.5869;Road
-62.60553;124.8868;Road
-62.60553;125.1868;Road
-62.60553;125.4868;Road
-62.60553;125.7868;Road
-62.60553;126.0868;Road
-62.60553;126.3868;Road
-62.60553;126.6868;Road
-62.60553;126.9868;Road
-62.60553;127.2867;Road
-62.60553;127.5867;Road
-62.60553;127.8867;Road
-62.60553;128.1867;Road
-62.60553;128.4867;Road
-62.60553;128.7867;Road
-62.60553;129.0867;Road
-62.60553;129.3867;Road
-62.60553;129.6866;Road
-62.60553;129.9866;Road
-62.60553;130.2866;Road
-62.60553;130.5866;Road
-62.60553;130.8866;Road
-62.60553;131.1866;Road
-62.60553;131.4866;Road
-62.60553;131.7866;Road
-62.60553;132.0865;Road
-62.60553;132.3865;Road
-62.60553;132.6865;Road
-62.60553;132.9865;Road
-62.60553;133.2865;Road
-62.60553;133.5865;Road
-62.60553;133.8865;Road
-62.60553;134.1865;Road
-62.60553;134.4865;Road
-62.60553;134.7864;Road
-62.60553;135.0864;Road
-62.60553;135.3864;Road
-62.60553;135.6864;Road
-62.60553;135.9864;Road
-62.60553;136.2864;Road
-62.60553;136.5864;Road
-62.60553;189.0842;Road
-62.60553;189.3842;Road
-62.60553;189.6842;Road
-62.60553;189.9842;Road
-62.60553;190.2842;Road
-62.60553;190.5842;Road
-62.60553;190.8842;Road
-62.60553;191.1841;Road
-62.60553;191.4841;Road
-62.60553;191.7841;Road
-62.60553;192.0841;Road
-62.60553;192.3841;Road
-62.60553;192.6841;Road
-62.60553;192.9841;Road
-62.60553;193.2841;Road
-62.60553;193.584;Road
-62.60553;193.884;Road
-62.60553;194.184;Road
-62.60553;194.484;Road
-62.60553;194.784;Road
-62.60553;195.084;Road
-62.60553;195.384;Road
-62.60553;195.684;Road
-62.60553;195.9839;Road
-62.60553;196.2839;Road
-62.60553;196.5839;Road
-62.60553;196.8839;Road
-62.60553;197.1839;Road
-62.60553;197.4839;Road
-62.60553;197.7839;Road
-62.60553;198.0839;Road
-62.60553;198.3839;Road
-62.60553;198.6838;Road
-62.60553;198.9838;Road
-62.60553;199.2838;Road
-62.30554;122.7869;Road
-62.30554;123.0869;Road
-62.30554;123.3869;Road
-62.30554;123.6869;Road
-62.30554;123.9869;Road
-62.30554;124.2869;Road
-62.30554;124.5869;Road
-62.30554;124.8868;Road
-62.30554;125.1868;Road
-62.30554;125.4868;Road
-62.30554;125.7868;Road
-62.30554;126.0868;Road
-62.30554;126.3868;Road
-62.30554;126.6868;Road
-62.30554;126.9868;Road
-62.30554;127.2867;Road
-62.30554;127.5867;Road
-62.30554;127.8867;Road
-62.30554;128.1867;Road
-62.30554;128.4867;Road
-62.30554;128.7867;Road
-62.30554;129.0867;Road
-62.30554;129.3867;Road
-62.30554;129.6866;Road
-62.30554;129.9866;Road
-62.30554;130.2866;Road
-62.30554;130.5866;Road
-62.30554;130.8866;Road
-62.30554;131.1866;Road
-62.30554;131.4866;Road
-62.30554;131.7866;Road
-62.30554;132.0865;Road
-62.30554;132.3865;Road
-62.30554;132.6865;Road
-62.30554;132.9865;Road
-62.30554;133.2865;Road
-62.30554;133.5865;Road
-62.30554;133.8865;Road
-62.30554;134.1865;Road
-62.30554;134.4865;Road
-62.30554;134.7864;Road
-62.30554;135.0864;Road
-62.30554;135.3864;Road
-62.30554;135.6864;Road
-62.30554;135.9864;Road
-62.30554;136.2864;Road
-62.30554;136.5864;Road
-62.30554;136.8864;Road
-62.30554;188.7842;Road
-62.30554;189.0842;Road
-62.30554;189.3842;Road
-62.30554;189.6842;Road
-62.30554;189.9842;Road
-62.30554;190.2842;Road
-62.30554;190.5842;Road
-62.30554;190.8842;Road
-62.30554;191.1841;Road
-62.30554;191.4841;Road
-62.30554;191.7841;Road
-62.30554;192.0841;Road
-62.30554;192.3841;Road
-62.30554;192.6841;Road
-62.30554;192.9841;Road
-62.30554;193.2841;Road
-62.30554;193.584;Road
-62.30554;193.884;Road
-62.30554;194.184;Road
-62.30554;194.484;Road
-62.30554;194.784;Road
-62.30554;195.084;Road
-62.30554;195.384;Road
-62.30554;195.684;Road
-62.30554;195.9839;Road
-62.30554;196.2839;Road
-62.30554;196.5839;Road
-62.30554;196.8839;Road
-62.30554;197.1839;Road
-62.30554;197.4839;Road
-62.30554;197.7839;Road
-62.30554;198.0839;Road
-62.30554;198.3839;Road
-62.30554;198.6838;Road
-62.30554;198.9838;Road
-62.30554;199.2838;Road
-62.30554;199.5838;Road
-62.30554;199.8838;Road
-62.00555;122.4869;Road
-62.00555;122.7869;Road
-62.00555;123.0869;Road
-62.00555;123.3869;Road
-62.00555;123.6869;Road
-62.00555;123.9869;Road
-62.00555;124.2869;Road
-62.00555;124.5869;Road
-62.00555;124.8868;Road
-62.00555;125.1868;Road
-62.00555;125.4868;Road
-62.00555;125.7868;Road
-62.00555;126.0868;Road
-62.00555;126.3868;Road
-62.00555;126.6868;Road
-62.00555;126.9868;Road
-62.00555;127.2867;Road
-62.00555;127.5867;Road
-62.00555;127.8867;Road
-62.00555;128.1867;Road
-62.00555;128.4867;Road
-62.00555;128.7867;Road
-62.00555;129.0867;Road
-62.00555;129.3867;Road
-62.00555;129.6866;Road
-62.00555;129.9866;Road
-62.00555;130.2866;Road
-62.00555;130.5866;Road
-62.00555;130.8866;Road
-62.00555;131.1866;Road
-62.00555;131.4866;Road
-62.00555;131.7866;Road
-62.00555;132.0865;Road
-62.00555;132.3865;Road
-62.00555;132.6865;Road
-62.00555;132.9865;Road
-62.00555;133.2865;Road
-62.00555;133.5865;Road
-62.00555;133.8865;Road
-62.00555;134.1865;Road
-62.00555;134.4865;Road
-62.00555;134.7864;Road
-62.00555;135.0864;Road
-62.00555;135.3864;Road
-62.00555;135.6864;Road
-62.00555;135.9864;Road
-62.00555;136.2864;Road
-62.00555;136.5864;Road
-62.00555;136.8864;Road
-62.00555;137.1863;Road
-62.00555;137.4863;Road
-62.00555;188.4843;Road
-62.00555;188.7842;Road
-62.00555;189.0842;Road
-62.00555;189.3842;Road
-62.00555;189.6842;Road
-62.00555;189.9842;Road
-62.00555;190.2842;Road
-62.00555;190.5842;Road
-62.00555;190.8842;Road
-62.00555;191.1841;Road
-62.00555;191.4841;Road
-62.00555;191.7841;Road
-62.00555;192.0841;Road
-62.00555;192.3841;Road
-62.00555;192.6841;Road
-62.00555;192.9841;Road
-62.00555;193.2841;Road
-62.00555;193.584;Road
-62.00555;193.884;Road
-62.00555;194.184;Road
-62.00555;194.484;Road
-62.00555;194.784;Road
-62.00555;195.084;Road
-62.00555;195.384;Road
-62.00555;195.684;Road
-62.00555;195.9839;Road
-62.00555;196.2839;Road
-62.00555;196.5839;Road
-62.00555;196.8839;Road
-62.00555;197.1839;Road
-62.00555;197.4839;Road
-62.00555;197.7839;Road
-62.00555;198.0839;Road
-62.00555;198.3839;Road
-62.00555;198.6838;Road
-62.00555;198.9838;Road
-62.00555;199.2838;Road
-62.00555;199.5838;Road
-62.00555;199.8838;Road
-62.00555;200.1838;Road
-62.00555;200.4838;Road
-61.70557;122.187;Road
-61.70557;122.4869;Road
-61.70557;122.7869;Road
-61.70557;123.0869;Road
-61.70557;123.3869;Road
-61.70557;123.6869;Road
-61.70557;123.9869;Road
-61.70557;124.2869;Road
-61.70557;124.5869;Road
-61.70557;124.8868;Road
-61.70557;125.1868;Road
-61.70557;125.4868;Road
-61.70557;125.7868;Road
-61.70557;126.0868;Road
-61.70557;126.3868;Road
-61.70557;126.6868;Road
-61.70557;126.9868;Road
-61.70557;127.2867;Road
-61.70557;127.5867;Road
-61.70557;127.8867;Road
-61.70557;128.1867;Road
-61.70557;128.4867;Road
-61.70557;128.7867;Road
-61.70557;129.0867;Road
-61.70557;129.3867;Road
-61.70557;129.6866;Road
-61.70557;129.9866;Road
-61.70557;130.2866;Road
-61.70557;130.5866;Road
-61.70557;130.8866;Road
-61.70557;131.1866;Road
-61.70557;131.4866;Road
-61.70557;131.7866;Road
-61.70557;132.0865;Road
-61.70557;132.3865;Road
-61.70557;132.6865;Road
-61.70557;132.9865;Road
-61.70557;133.2865;Road
-61.70557;133.5865;Road
-61.70557;133.8865;Road
-61.70557;134.1865;Road
-61.70557;134.4865;Road
-61.70557;134.7864;Road
-61.70557;135.0864;Road
-61.70557;135.3864;Road
-61.70557;135.6864;Road
-61.70557;135.9864;Road
-61.70557;136.2864;Road
-61.70557;136.5864;Road
-61.70557;136.8864;Road
-61.70557;137.1863;Road
-61.70557;137.4863;Road
-61.70557;137.7863;Road
-61.70557;188.1843;Road
-61.70557;188.4843;Road
-61.70557;188.7842;Road
-61.70557;189.0842;Road
-61.70557;189.3842;Road
-61.70557;189.6842;Road
-61.70557;189.9842;Road
-61.70557;190.2842;Road
-61.70557;190.5842;Road
-61.70557;190.8842;Road
-61.70557;191.1841;Road
-61.70557;191.4841;Road
-61.70557;191.7841;Road
-61.70557;192.0841;Road
-61.70557;192.3841;Road
-61.70557;192.6841;Road
-61.70557;192.9841;Road
-61.70557;193.2841;Road
-61.70557;193.584;Road
-61.70557;193.884;Road
-61.70557;194.184;Road
-61.70557;194.484;Road
-61.70557;194.784;Road
-61.70557;195.084;Road
-61.70557;195.384;Road
-61.70557;195.684;Road
-61.70557;195.9839;Road
-61.70557;196.2839;Road
-61.70557;196.5839;Road
-61.70557;196.8839;Road
-61.70557;197.1839;Road
-61.70557;197.4839;Road
-61.70557;197.7839;Road
-61.70557;198.0839;Road
-61.70557;198.3839;Road
-61.70557;198.6838;Road
-61.70557;198.9838;Road
-61.70557;199.2838;Road
-61.70557;199.5838;Road
-61.70557;199.8838;Road
-61.70557;200.1838;Road
-61.70557;200.4838;Road
-61.70557;200.7838;Road
-61.70557;201.0837;Road
-61.40558;121.887;Road
-61.40558;122.187;Road
-61.40558;122.4869;Road
-61.40558;122.7869;Road
-61.40558;123.0869;Road
-61.40558;123.3869;Road
-61.40558;123.6869;Road
-61.40558;123.9869;Road
-61.40558;124.2869;Road
-61.40558;124.5869;Road
-61.40558;124.8868;Road
-61.40558;125.1868;Road
-61.40558;125.4868;Road
-61.40558;125.7868;Road
-61.40558;126.0868;Road
-61.40558;126.3868;Road
-61.40558;126.6868;Road
-61.40558;126.9868;Road
-61.40558;127.2867;Road
-61.40558;127.5867;Road
-61.40558;127.8867;Road
-61.40558;128.1867;Road
-61.40558;128.4867;Road
-61.40558;128.7867;Road
-61.40558;129.0867;Road
-61.40558;129.3867;Road
-61.40558;129.6866;Road
-61.40558;129.9866;Road
-61.40558;130.2866;Road
-61.40558;130.5866;Road
-61.40558;130.8866;Road
-61.40558;131.1866;Road
-61.40558;131.4866;Road
-61.40558;131.7866;Road
-61.40558;132.0865;Road
-61.40558;132.3865;Road
-61.40558;132.6865;Road
-61.40558;132.9865;Road
-61.40558;133.2865;Road
-61.40558;133.5865;Road
-61.40558;133.8865;Road
-61.40558;134.1865;Road
-61.40558;134.4865;Road
-61.40558;134.7864;Road
-61.40558;135.0864;Road
-61.40558;135.3864;Road
-61.40558;135.6864;Road
-61.40558;135.9864;Road
-61.40558;136.2864;Road
-61.40558;136.5864;Road
-61.40558;136.8864;Road
-61.40558;137.1863;Road
-61.40558;137.4863;Road
-61.40558;137.7863;Road
-61.40558;138.0863;Road
-61.40558;188.1843;Road
-61.40558;188.4843;Road
-61.40558;188.7842;Road
-61.40558;189.0842;Road
-61.40558;189.3842;Road
-61.40558;189.6842;Road
-61.40558;189.9842;Road
-61.40558;190.2842;Road
-61.40558;190.5842;Road
-61.40558;190.8842;Road
-61.40558;191.1841;Road
-61.40558;191.4841;Road
-61.40558;191.7841;Road
-61.40558;192.0841;Road
-61.40558;192.3841;Road
-61.40558;192.6841;Road
-61.40558;192.9841;Road
-61.40558;193.2841;Road
-61.40558;193.584;Road
-61.40558;193.884;Road
-61.40558;194.184;Road
-61.40558;194.484;Road
-61.40558;194.784;Road
-61.40558;195.084;Road
-61.40558;195.384;Road
-61.40558;195.684;Road
-61.40558;195.9839;Road
-61.40558;196.2839;Road
-61.40558;196.5839;Road
-61.40558;196.8839;Road
-61.40558;197.1839;Road
-61.40558;197.4839;Road
-61.40558;197.7839;Road
-61.40558;198.0839;Road
-61.40558;198.3839;Road
-61.40558;198.6838;Road
-61.40558;198.9838;Road
-61.40558;199.2838;Road
-61.40558;199.5838;Road
-61.40558;199.8838;Road
-61.40558;200.1838;Road
-61.40558;200.4838;Road
-61.40558;200.7838;Road
-61.40558;201.0837;Road
-61.40558;201.3837;Road
-61.40558;201.6837;Road
-61.10559;121.587;Road
-61.10559;121.887;Road
-61.10559;122.187;Road
-61.10559;122.4869;Road
-61.10559;122.7869;Road
-61.10559;123.0869;Road
-61.10559;123.3869;Road
-61.10559;123.6869;Road
-61.10559;123.9869;Road
-61.10559;124.2869;Road
-61.10559;124.5869;Road
-61.10559;124.8868;Road
-61.10559;125.1868;Road
-61.10559;125.4868;Road
-61.10559;125.7868;Road
-61.10559;126.0868;Road
-61.10559;126.3868;Road
-61.10559;126.6868;Road
-61.10559;126.9868;Road
-61.10559;127.2867;Road
-61.10559;127.5867;Road
-61.10559;127.8867;Road
-61.10559;128.1867;Road
-61.10559;128.4867;Road
-61.10559;128.7867;Road
-61.10559;129.0867;Road
-61.10559;129.3867;Road
-61.10559;129.6866;Road
-61.10559;129.9866;Road
-61.10559;130.2866;Road
-61.10559;130.5866;Road
-61.10559;130.8866;Road
-61.10559;131.1866;Road
-61.10559;131.4866;Road
-61.10559;131.7866;Road
-61.10559;132.0865;Road
-61.10559;132.3865;Road
-61.10559;132.6865;Road
-61.10559;132.9865;Road
-61.10559;133.2865;Road
-61.10559;133.5865;Road
-61.10559;133.8865;Road
-61.10559;134.1865;Road
-61.10559;134.4865;Road
-61.10559;134.7864;Road
-61.10559;135.0864;Road
-61.10559;135.3864;Road
-61.10559;135.6864;Road
-61.10559;135.9864;Road
-61.10559;136.2864;Road
-61.10559;136.5864;Road
-61.10559;136.8864;Road
-61.10559;137.1863;Road
-61.10559;137.4863;Road
-61.10559;137.7863;Road
-61.10559;138.0863;Road
-61.10559;138.3863;Road
-61.10559;187.8843;Road
-61.10559;188.1843;Road
-61.10559;188.4843;Road
-61.10559;188.7842;Road
-61.10559;189.0842;Road
-61.10559;189.3842;Road
-61.10559;189.6842;Road
-61.10559;189.9842;Road
-61.10559;190.2842;Road
-61.10559;190.5842;Road
-61.10559;190.8842;Road
-61.10559;191.1841;Road
-61.10559;191.4841;Road
-61.10559;191.7841;Road
-61.10559;192.0841;Road
-61.10559;192.3841;Road
-61.10559;192.6841;Road
-61.10559;192.9841;Road
-61.10559;193.2841;Road
-61.10559;193.584;Road
-61.10559;193.884;Road
-61.10559;194.184;Road
-61.10559;194.484;Road
-61.10559;194.784;Road
-61.10559;195.084;Road
-61.10559;195.384;Road
-61.10559;195.684;Road
-61.10559;195.9839;Road
-61.10559;196.2839;Road
-61.10559;196.5839;Road
-61.10559;196.8839;Road
-61.10559;197.1839;Road
-61.10559;197.4839;Road
-61.10559;197.7839;Road
-61.10559;198.0839;Road
-61.10559;198.3839;Road
-61.10559;198.6838;Road
-61.10559;198.9838;Road
-61.10559;199.2838;Road
-61.10559;199.5838;Road
-61.10559;199.8838;Road
-61.10559;200.1838;Road
-61.10559;200.4838;Road
-61.10559;200.7838;Road
-61.10559;201.0837;Road
-61.10559;201.3837;Road
-61.10559;201.6837;Road
-61.10559;201.9837;Road
-61.10559;202.2837;Road
-61.10559;202.5837;Road
-60.8056;121.287;Road
-60.8056;121.587;Road
-60.8056;121.887;Road
-60.8056;122.187;Road
-60.8056;122.4869;Road
-60.8056;122.7869;Road
-60.8056;123.0869;Road
-60.8056;123.3869;Road
-60.8056;123.6869;Road
-60.8056;123.9869;Road
-60.8056;124.2869;Road
-60.8056;124.5869;Road
-60.8056;124.8868;Road
-60.8056;125.1868;Road
-60.8056;125.4868;Road
-60.8056;125.7868;Road
-60.8056;126.0868;Road
-60.8056;126.3868;Road
-60.8056;126.6868;Road
-60.8056;126.9868;Road
-60.8056;127.2867;Road
-60.8056;127.5867;Road
-60.8056;127.8867;Road
-60.8056;128.1867;Road
-60.8056;128.4867;Road
-60.8056;128.7867;Road
-60.8056;129.0867;Road
-60.8056;129.3867;Road
-60.8056;129.6866;Road
-60.8056;129.9866;Road
-60.8056;130.2866;Road
-60.8056;130.5866;Road
-60.8056;130.8866;Road
-60.8056;131.1866;Road
-60.8056;131.4866;Road
-60.8056;131.7866;Road
-60.8056;132.0865;Road
-60.8056;132.3865;Road
-60.8056;132.6865;Road
-60.8056;132.9865;Road
-60.8056;133.2865;Road
-60.8056;133.5865;Road
-60.8056;133.8865;Road
-60.8056;134.1865;Road
-60.8056;134.4865;Road
-60.8056;134.7864;Road
-60.8056;135.0864;Road
-60.8056;135.3864;Road
-60.8056;135.6864;Road
-60.8056;135.9864;Road
-60.8056;136.2864;Road
-60.8056;136.5864;Road
-60.8056;136.8864;Road
-60.8056;137.1863;Road
-60.8056;137.4863;Road
-60.8056;137.7863;Road
-60.8056;138.0863;Road
-60.8056;138.3863;Road
-60.8056;138.6863;Road
-60.8056;187.5843;Road
-60.8056;187.8843;Road
-60.8056;188.1843;Road
-60.8056;188.4843;Road
-60.8056;188.7842;Road
-60.8056;189.0842;Road
-60.8056;189.3842;Road
-60.8056;189.6842;Road
-60.8056;189.9842;Road
-60.8056;190.2842;Road
-60.8056;190.5842;Road
-60.8056;190.8842;Road
-60.8056;191.1841;Road
-60.8056;191.4841;Road
-60.8056;191.7841;Road
-60.8056;192.0841;Road
-60.8056;192.3841;Road
-60.8056;192.6841;Road
-60.8056;192.9841;Road
-60.8056;193.2841;Road
-60.8056;193.584;Road
-60.8056;193.884;Road
-60.8056;194.184;Road
-60.8056;194.484;Road
-60.8056;194.784;Road
-60.8056;195.084;Road
-60.8056;195.384;Road
-60.8056;195.684;Road
-60.8056;195.9839;Road
-60.8056;196.2839;Road
-60.8056;196.5839;Road
-60.8056;196.8839;Road
-60.8056;197.1839;Road
-60.8056;197.4839;Road
-60.8056;197.7839;Road
-60.8056;198.0839;Road
-60.8056;198.3839;Road
-60.8056;198.6838;Road
-60.8056;198.9838;Road
-60.8056;199.2838;Road
-60.8056;199.5838;Road
-60.8056;199.8838;Road
-60.8056;200.1838;Road
-60.8056;200.4838;Road
-60.8056;200.7838;Road
-60.8056;201.0837;Road
